date,l_ipn,r_asn,f
9/29/06,2,33651,33
9/29/06,2,36828,3
9/29/06,4,559,85
9/29/06,4,2715,79
9/29/06,4,3209,82
9/29/06,4,4323,1
9/29/06,4,4713,12
9/29/06,4,4812,1
9/29/06,4,6327,29
9/29/06,4,6428,1
9/29/06,4,6746,1
9/29/06,4,7132,25
9/29/06,4,8422,1
9/29/06,4,9318,659
9/29/06,4,9551,1
9/29/06,4,11351,4
9/29/06,4,11745,1
9/29/06,4,14778,8
9/29/06,4,29895,1
9/29/06,4,32706,1
9/29/06,4,33070,1697
9/29/06,4,33651,426
9/29/06,7,71,2
9/29/06,7,109,7
9/29/06,7,209,1
9/29/06,7,2152,17
9/29/06,7,3428,10
9/29/06,7,3561,2
9/29/06,7,3701,2
9/29/06,7,4323,4
9/29/06,7,5650,1
9/29/06,7,7113,2
9/29/06,7,8043,2
9/29/06,7,8070,1
9/29/06,7,8075,2
9/29/06,7,9156,10
9/29/06,7,14780,3
9/29/06,7,15169,43
9/29/06,7,18924,48
9/29/06,7,20183,1
9/29/06,7,20940,2
9/29/06,7,21844,265
9/29/06,7,25973,64
9/29/06,7,26101,2
9/29/06,7,36856,21
9/29/06,8,109,7
9/29/06,8,226,36
9/29/06,8,701,3
9/29/06,8,786,3
9/29/06,8,1668,16
9/29/06,8,2152,7
9/29/06,8,3356,14
9/29/06,8,3527,3
9/29/06,8,3701,1
9/29/06,8,4267,16
9/29/06,8,4713,2290
9/29/06,8,5078,3
9/29/06,8,5650,1
9/29/06,8,5662,55
9/29/06,8,6307,7
9/29/06,8,6334,60
9/29/06,8,6453,2
9/29/06,8,6461,3
9/29/06,8,8043,1
9/29/06,8,8070,5
9/29/06,8,8075,2
9/29/06,8,10755,3
9/29/06,8,10823,4
9/29/06,8,11486,4
9/29/06,8,12168,5
9/29/06,8,12222,1
9/29/06,8,14501,500
9/29/06,8,14743,3
9/29/06,8,15169,451
9/29/06,8,16429,5
9/29/06,8,16509,2
9/29/06,8,19916,7902
9/29/06,8,20940,2
9/29/06,8,27357,5
9/29/06,8,36856,4
9/29/06,9,6939,1
9/29/06,9,8070,2
9/29/06,9,8075,2
9/30/06,0,91,307
9/30/06,0,558,1
9/30/06,0,701,3
9/30/06,0,1659,612
9/30/06,0,3215,1
9/30/06,0,3269,2
9/30/06,0,3561,19
9/30/06,0,3671,16
9/30/06,0,4515,1
9/30/06,0,4621,1
9/30/06,0,4755,95
9/30/06,0,4837,7
9/30/06,0,5396,1
9/30/06,0,6400,21
9/30/06,0,6461,1
9/30/06,0,6517,1
9/30/06,0,6746,2
9/30/06,0,7029,1
9/30/06,0,7132,4
9/30/06,0,8151,15
9/30/06,0,9141,2
9/30/06,0,9316,49
9/30/06,0,9498,1
9/30/06,0,10439,1376
9/30/06,0,10738,1
9/30/06,0,10796,2
9/30/06,0,11351,696
9/30/06,0,11398,1
9/30/06,0,13462,16
9/30/06,0,13768,1
9/30/06,0,13867,1
9/30/06,0,16755,1
9/30/06,0,17228,1
9/30/06,0,17444,1
9/30/06,0,18876,1
9/30/06,0,19262,1
9/30/06,0,20258,1
9/30/06,0,39484,1
9/30/06,2,16,1
9/30/06,2,47,1
9/30/06,2,91,307
9/30/06,2,174,2
9/30/06,2,209,3
9/30/06,2,1312,88
9/30/06,2,1659,1829
9/30/06,2,2152,16
9/30/06,2,2856,1
9/30/06,2,3243,1
9/30/06,2,3561,57
9/30/06,2,4264,1
9/30/06,2,4323,8
9/30/06,2,4837,2
9/30/06,2,4983,38
9/30/06,2,5089,1
9/30/06,2,5413,1
9/30/06,2,5661,3
9/30/06,2,6360,1
9/30/06,2,6432,2
9/30/06,2,6517,1
9/30/06,2,6724,1
9/30/06,2,6746,2
9/30/06,2,7018,147
9/30/06,2,7132,6
9/30/06,2,7377,82
9/30/06,2,8151,120
9/30/06,2,8246,1
9/30/06,2,9316,309
9/30/06,2,10439,1199
9/30/06,2,10763,2
9/30/06,2,11351,855
9/30/06,2,11414,1
9/30/06,2,11486,2
9/30/06,2,12322,1
9/30/06,2,13867,15
9/30/06,2,14173,1
9/30/06,2,14743,2
9/30/06,2,14779,1
9/30/06,2,15169,6
9/30/06,2,15180,1
9/30/06,2,17233,1
9/30/06,2,17444,1
9/30/06,2,17964,18
9/30/06,2,19875,159
9/30/06,2,19918,150
9/30/06,2,22822,1
9/30/06,2,23504,2
9/30/06,2,29668,3
9/30/06,2,29720,5
9/30/06,2,30099,12
9/30/06,2,30217,14
9/30/06,2,30315,2
9/30/06,2,30496,3
9/30/06,2,32244,1
9/30/06,2,33419,2
9/30/06,2,33650,1
9/30/06,2,33651,60
9/30/06,2,34823,1
9/30/06,2,36323,3
9/30/06,2,36856,2
9/30/06,2,39484,1
9/30/06,4,91,307
9/30/06,4,559,83
9/30/06,4,1659,1168
9/30/06,4,2715,80
9/30/06,4,3209,84
9/30/06,4,4837,3
9/30/06,4,6517,1
9/30/06,4,6746,2
9/30/06,4,7132,13
9/30/06,4,8151,42
9/30/06,4,9316,309
9/30/06,4,10439,209
9/30/06,4,11351,855
9/30/06,4,14778,8
9/30/06,4,15180,1
9/30/06,4,20001,1
9/30/06,4,29895,1
9/30/06,4,32706,1
9/30/06,4,39484,1
9/30/06,7,2152,3
9/30/06,7,4766,2
9/30/06,7,8070,1
9/30/06,7,8075,2
9/30/06,7,14425,50
9/30/06,7,18924,48
9/30/06,8,3,2
9/30/06,8,8,5
9/30/06,8,9,1
9/30/06,8,14,3
9/30/06,8,26,7
9/30/06,8,49,1
9/30/06,8,55,2
9/30/06,8,209,2
9/30/06,8,299,3
9/30/06,8,701,2
9/30/06,8,714,11
9/30/06,8,786,2
9/30/06,8,852,3
9/30/06,8,1221,4
9/30/06,8,1668,11
9/30/06,8,1742,6
9/30/06,8,2152,47
9/30/06,8,2907,3
9/30/06,8,2914,24
9/30/06,8,3557,2
9/30/06,8,3561,17
9/30/06,8,3701,1
9/30/06,8,4264,1
9/30/06,8,4265,14
9/30/06,8,4267,4
9/30/06,8,4513,22
9/30/06,8,4565,1
9/30/06,8,4713,363
9/30/06,8,4766,1
9/30/06,8,5400,8
9/30/06,8,5662,31
9/30/06,8,5723,40
9/30/06,8,5739,3
9/30/06,8,6334,20
9/30/06,8,6366,3
9/30/06,8,6461,42
9/30/06,8,6939,3
9/30/06,8,7301,8
9/30/06,8,7939,14
9/30/06,8,8001,3
9/30/06,8,8075,2
9/30/06,8,8151,46
9/30/06,8,8220,22
9/30/06,8,10439,1831
9/30/06,8,10763,2
9/30/06,8,10910,2
9/30/06,8,10933,5
9/30/06,8,11427,7
9/30/06,8,12168,1
9/30/06,8,13409,4
9/30/06,8,13609,3
9/30/06,8,13649,1
9/30/06,8,13749,15
9/30/06,8,13768,1
9/30/06,8,14131,1
9/30/06,8,15065,2
9/30/06,8,15169,594
9/30/06,8,15270,2
9/30/06,8,16805,1
9/30/06,8,17225,1
9/30/06,8,18588,4
9/30/06,8,19024,1
9/30/06,8,20401,3
9/30/06,8,20676,4
9/30/06,8,20849,14
9/30/06,8,21568,2
9/30/06,8,21844,5
9/30/06,8,22277,2
9/30/06,8,23287,6
9/30/06,8,25108,2
9/30/06,8,26201,1
9/30/06,8,26347,3
9/30/06,8,29668,1
9/30/06,8,29873,3
9/30/06,8,30099,2
9/30/06,8,30217,21
9/30/06,8,30315,9
9/30/06,8,31976,3
9/30/06,8,33070,1
9/30/06,8,33176,3
9/30/06,8,33322,1
9/30/06,8,35845,1
9/30/06,8,36351,3
9/30/06,8,36856,4
9/30/06,9,2152,1
9/30/06,9,8070,1
9/30/06,9,8075,2
